model,day,split,sq,n,abs,sq_liquid,n_liquid,sq_illiquid,n_illiquid,butterfly_pct,calendar_pct
bspline_tiered_graph,4533,ctx_8,0.571365594439361,400,12.597689341267843,0.11442610860400035,90,0.4569394858353606,310,2.284263959390863,16.666666666666668
bspline_tiered_graph,4533,extrapolation,0.4569394858353606,310,9.796159787902294,0.0,0,0.4569394858353606,310,2.284263959390863,16.666666666666668
bspline_tiered_graph,4534,ctx_8,0.32076477272574716,400,8.926510701342627,0.05294474647901185,86,0.2678200262467353,314,2.284263959390863,16.171875
bspline_tiered_graph,4534,extrapolation,0.2678200262467353,314,7.245679368122779,0.0,0,0.2678200262467353,314,2.284263959390863,16.171875
bspline_tiered_graph,4535,ctx_8,0.5502381665871814,400,12.523051264377468,0.09603259870023571,87,0.45420556788694566,313,1.7902813299232736,16.691176470588236
bspline_tiered_graph,4535,extrapolation,0.45420556788694566,313,9.958508286128298,0.0,0,0.45420556788694566,313,1.7902813299232736,16.691176470588236
bspline_tiered_graph,4536,ctx_8,1.067669799357867,400,18.167078813949228,0.20127880810645335,89,0.8663909912514136,311,2.127659574468085,17.421875
bspline_tiered_graph,4536,extrapolation,0.8663909912514136,311,14.237283898850103,0.0,0,0.8663909912514136,311,2.127659574468085,17.421875
bspline_tiered_graph,4537,ctx_8,2.01688413965939,400,24.35272262000576,0.3541124572172976,79,1.6627716824420922,321,2.525252525252525,18.78787878787879
bspline_tiered_graph,4537,extrapolation,1.6627716824420922,321,19.865198807480198,0.0,0,1.6627716824420922,321,2.525252525252525,18.78787878787879
bspline_tiered_graph,4538,ctx_8,1.653189731993458,400,21.151515362606432,0.25310865162422835,91,1.4000810803692296,309,2.1390374331550803,17.727272727272727
bspline_tiered_graph,4538,extrapolation,1.4000810803692296,309,17.289919938109943,0.0,0,1.4000810803692296,309,2.1390374331550803,17.727272727272727
bspline_tiered_graph,4539,ctx_8,1.016001661157873,400,17.809836742744167,0.2608480772582925,97,0.7551535838995806,303,3.045685279187817,24.921875
bspline_tiered_graph,4539,extrapolation,0.7551535838995806,303,13.333572244115597,0.0,0,0.7551535838995806,303,3.045685279187817,24.921875
bspline_factored_graph,4500,ctx_8,0.4687008258591433,400,10.930753703975466,0.10305060855308233,93,0.365650217306061,307,0.7874015748031497,14.928571428571429
bspline_factored_graph,4500,extrapolation,0.365650217306061,307,8.260146512454114,0.0,0,0.365650217306061,307,0.7874015748031497,14.928571428571429
bspline_factored_graph,4501,ctx_8,1.2972154515064827,400,21.445845932400978,0.27636167219123847,89,1.0208537793152441,311,1.5151515151515151,8.387096774193548
bspline_factored_graph,4501,extrapolation,1.0208537793152441,311,16.637458957859252,0.0,0,1.0208537793152441,311,1.5151515151515151,8.387096774193548
bspline_factored_graph,4502,ctx_8,1.8677162131612495,400,25.17950453795703,0.39675310048114426,76,1.470963112680105,324,0.5194805194805194,5.3125
bspline_factored_graph,4502,extrapolation,1.470963112680105,324,19.99779944584622,0.0,0,1.470963112680105,324,0.5194805194805194,5.3125
bspline_factored_graph,4503,ctx_8,0.9894152905851812,400,16.986651777602695,0.2147901590196197,86,0.7746251315655613,314,0.7792207792207793,7.65625
bspline_factored_graph,4503,extrapolation,0.7746251315655613,314,13.322679945299594,0.0,0,0.7746251315655613,314,0.7792207792207793,7.65625
bspline_factored_graph,4504,ctx_8,0.7392991905902729,400,14.356889202110072,0.12700217552611706,102,0.6122970150641559,298,0.5154639175257731,9.242424242424242
bspline_factored_graph,4504,extrapolation,0.6122970150641559,298,11.211426770349192,0.0,0,0.6122970150641559,298,0.5154639175257731,9.242424242424242
bspline_factored_graph,4505,ctx_8,1.4827617040496979,400,20.488168908510367,0.3251097393925789,91,1.1576519646571188,309,0.0,11.928571428571429
bspline_factored_graph,4505,extrapolation,1.1576519646571188,309,15.774432240670048,0.0,0,1.1576519646571188,309,0.0,11.928571428571429
bspline_factored_graph,4506,ctx_8,1.127341029293433,400,16.735455605430523,0.1639874802628807,83,0.9633535490305523,317,0.0,11.911764705882353
bspline_factored_graph,4506,extrapolation,0.9633535490305523,317,13.854608456137548,0.0,0,0.9633535490305523,317,0.0,11.911764705882353
bspline_factored_graph,4507,ctx_8,1.062165184311056,400,17.499312506723136,0.1798464451377529,89,0.882318739173303,311,0.25839793281653745,13.970588235294118
bspline_factored_graph,4507,extrapolation,0.882318739173303,311,13.952298120613872,0.0,0,0.882318739173303,311,0.25839793281653745,13.970588235294118
bspline_factored_graph,4508,ctx_8,0.3480386793848472,400,9.627226878731445,0.10192363799149454,95,0.24611504139335263,305,0.783289817232376,16.439393939393938
bspline_factored_graph,4508,extrapolation,0.24611504139335263,305,6.921862550681783,0.0,0,0.24611504139335263,305,0.783289817232376,16.439393939393938
bspline_factored_graph,4509,ctx_8,0.4124664830564922,400,10.447622064902605,0.06829910052779109,78,0.34416738252870105,322,0.5181347150259067,12.8125
bspline_factored_graph,4509,extrapolation,0.34416738252870105,322,8.534835015752865,0.0,0,0.34416738252870105,322,0.5181347150259067,12.8125
bspline_factored_graph,4510,ctx_8,4.174592674908702,400,33.223446514327776,0.6876514347999672,87,3.4869412401087336,313,0.0,15.441176470588236
